ID,Gender,Ever_Married,Age,Graduated,Profession,Income,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
465950,Female,Yes,52,Yes,Artist,511,6,Low,2,Cat_6,A
466734,Female,Yes,63,Yes,Artist,599,1,Average,4,Cat_6,B
466222,Male,Yes,51,No,Executive,1569,5,Low,3,Cat_2,C
466142,Female,Yes,29,Yes,Entertainment,672,0,Average,2,Cat_6,A
467888,Male,No,27,No,Doctor,1460,0,Low,4,Cat_6,B
461992,Female,No,37,Yes,Doctor,1458,1,Low,1,Cat_4,A
460522,Female,Yes,29,No,Homemaker,550,,Average,2,Cat_4,C
459973,Female,No,50,Yes,Artist,625,0,Low,2,Cat_6,A
460695,Male,Yes,74,Yes,Lawyer,1000,1,Low,1,Cat_6,A
464260,Female,Yes,72,Yes,Artist,632,3,Average,3,Cat_6,C
464140,Female,Yes,83,Yes,Lawyer,1083,1,High,2,Cat_6,B
465606,Male,Yes,37,Yes,Engineer,1555,1,Average,3,Cat_3,A
459050,Female,No,19,No,Healthcare,808,0,Low,3,Cat_6,D
462330,Female,No,30,No,Artist,684,1,Low,1,Cat_6,B
459940,Female,No,46,Yes,Engineer,1558,1,Low,2,Cat_1,B
466352,Female,Yes,65,Yes,Doctor,1340,1,Low,2,Cat_6,B
463558,Female,Yes,88,Yes,Lawyer,1088,1,Average,2,Cat_6,C
460049,Male,Yes,43,Yes,Entertainment,684,0,Average,2,Cat_5,A
464148,Male,Yes,50,Yes,Executive,1342,9,High,3,Cat_2,C
465503,Male,No,35,Yes,Artist,611,8,Low,2,Cat_6,D
465082,Male,Yes,67,Yes,Lawyer,1028,0,Low,1,Cat_3,A
459832,Male,Yes,66,Yes,Executive,1474,0,Low,1,Cat_6,B
464609,Female,No,39,Yes,Artist,631,3,Low,2,Cat_6,C
466703,Female,Yes,46,Yes,Homemaker,584,0,Average,,Cat_6,C
466864,Female,No,32,No,Homemaker,591,8,Low,1,Cat_6,D
461458,Female,No,40,Yes,Artist,614,6,Low,1,Cat_6,B
459218,Male,Yes,88,Yes,Lawyer,1015,0,High,3,Cat_6,C
462860,Male,No,30,Yes,Healthcare,896,8,Low,5,Cat_6,D
462033,Male,No,32,Yes,Entertainment,700,1,Low,1,Cat_6,A
467695,Male,Yes,43,No,Marketing,789,1,Low,2,Cat_7,D
463090,Female,Yes,55,No,Engineer,1613,3,Average,2,Cat_6,B
459219,Female,Yes,47,Yes,Artist,627,0,Average,3,Cat_6,C
460148,Female,Yes,73,No,Engineer,1551,1,Low,,,A
461603,Male,No,39,Yes,Artist,668,,Low,1,Cat_6,C
466359,Male,No,22,No,Healthcare,800,0,Low,4,Cat_6,D
464655,Male,Yes,39,Yes,,800,0,Average,5,Cat_4,A
466088,Female,No,31,No,Healthcare,889,0,Low,7,Cat_6,B
461205,Male,No,27,Yes,Healthcare,812,,Low,3,Cat_2,D
462822,Male,No,19,No,Healthcare,874,0,Low,4,Cat_6,D
459076,Male,Yes,69,No,Doctor,1473,0,Average,2,Cat_6,C
463410,Male,Yes,37,No,Doctor,1304,,Average,2,Cat_6,B
463879,Male,Yes,45,Yes,Executive,1600,0,High,2,Cat_6,C
462827,Female,No,22,No,Doctor,1316,1,Low,3,Cat_3,A
461500,Female,No,26,Yes,Doctor,1323,0,Low,3,Cat_6,B
461553,Male,No,39,Yes,Artist,549,1,Low,3,Cat_7,A
467912,Male,Yes,61,Yes,Entertainment,724,1,Low,2,Cat_5,A
465029,Female,Yes,74,No,Lawyer,1046,1,High,2,Cat_6,C
460062,Male,No,29,Yes,Artist,673,4,Low,1,Cat_3,D
462863,Male,No,29,Yes,Homemaker,524,5,Low,1,Cat_6,D
460465,Male,No,36,No,Executive,1523,0,Low,3,Cat_6,D
460335,Female,No,63,Yes,Doctor,1450,0,Low,2,Cat_6,B
466067,Male,Yes,69,Yes,Artist,523,0,Average,5,Cat_3,C
463962,Female,,35,Yes,Artist,529,12,Low,2,Cat_6,B
459807,Male,Yes,81,Yes,Lawyer,1037,1,Low,1,Cat_6,A
463364,Female,Yes,71,No,Lawyer,1038,1,High,2,Cat_6,B
463599,Female,No,31,No,Healthcare,867,10,Low,2,Cat_3,C
462686,Male,Yes,41,Yes,Entertainment,761,9,Average,4,,A
462949,Male,Yes,35,No,Homemaker,503,1,Average,3,Cat_6,B
460275,Female,No,52,Yes,Artist,594,6,Low,1,Cat_6,A
461184,Male,No,19,No,Healthcare,807,,Low,4,Cat_3,D
460728,Female,,39,Yes,Artist,595,0,Low,1,Cat_7,B
462416,Male,Yes,45,No,Artist,624,0,Low,2,Cat_4,B
460846,Female,No,19,No,Marketing,706,1,Low,4,Cat_6,D
459542,Male,No,23,No,Healthcare,889,2,Low,5,Cat_6,D
459080,Male,Yes,77,No,Lawyer,1097,0,Low,2,Cat_6,D
463106,Female,Yes,84,Yes,Lawyer,1001,0,Low,1,Cat_6,B
464728,Male,Yes,47,No,Entertainment,617,1,High,4,Cat_4,D
466474,Male,No,29,Yes,Entertainment,679,6,Low,3,Cat_6,A
461711,Female,No,35,Yes,Artist,615,8,Low,3,Cat_2,A
460347,Male,Yes,40,Yes,Artist,526,14,Low,2,Cat_6,C
467689,Male,No,35,No,Healthcare,806,1,Low,1,Cat_6,D
460260,Male,No,20,No,Healthcare,834,0,Low,3,Cat_2,D
466344,Male,No,43,Yes,Entertainment,634,0,Low,2,Cat_2,A
466437,Male,Yes,56,No,Executive,1312,0,Low,1,Cat_6,D
460423,Female,Yes,53,Yes,Artist,619,3,Low,1,Cat_7,A
459590,Male,Yes,22,No,Executive,1448,1,High,3,Cat_6,D
464668,Male,Yes,32,No,Healthcare,856,1,High,4,Cat_4,D
463049,Male,Yes,51,No,Executive,1412,2,High,5,Cat_6,A
460458,Female,No,41,No,Marketing,742,1,Low,,Cat_3,D
462407,Male,Yes,37,No,Doctor,1300,2,Average,4,Cat_6,A
459450,Male,Yes,55,Yes,Artist,562,4,Average,4,Cat_6,A
463255,Male,No,42,Yes,Entertainment,713,3,Low,2,Cat_6,A
462574,Male,No,20,No,Healthcare,836,1,Low,5,Cat_4,D
465761,Female,No,42,Yes,Artist,503,12,Low,2,Cat_4,A
467728,Female,Yes,38,No,Engineer,1582,1,High,5,Cat_6,B
465841,Female,No,52,Yes,Engineer,1529,3,Low,1,Cat_6,A
460117,Female,Yes,48,Yes,Marketing,791,9,Low,1,Cat_6,D
466619,Male,Yes,37,Yes,Entertainment,722,5,Average,2,Cat_6,C
461722,Male,No,27,No,Doctor,1397,1,Low,3,Cat_6,B
460898,Male,Yes,48,No,Artist,536,3,Average,4,Cat_6,B
463627,Female,No,25,Yes,Marketing,757,5,Low,2,Cat_4,D
460403,Female,No,56,Yes,Doctor,1422,3,Low,1,Cat_6,A
459818,Female,Yes,68,No,Lawyer,1097,1,Low,1,Cat_6,D
463732,Male,No,21,No,Healthcare,888,0,Low,4,Cat_6,D
462499,Female,,72,No,Lawyer,1054,8,Average,2,Cat_6,D
467112,Male,No,43,Yes,Artist,552,1,Low,2,Cat_2,B
459902,Male,Yes,52,Yes,Lawyer,1092,8,High,2,Cat_6,C
463233,Male,Yes,50,No,Executive,1501,0,Average,5,Cat_6,B
467721,Male,No,41,Yes,Entertainment,629,0,Low,1,Cat_4,D
465915,Male,Yes,40,Yes,Entertainment,644,8,Average,2,Cat_6,B
464506,Male,No,32,Yes,Healthcare,818,8,Low,2,Cat_4,D
460624,Male,Yes,57,Yes,Homemaker,519,5,High,2,Cat_6,A
462020,Female,No,25,Yes,Artist,686,13,Low,2,Cat_6,C
464320,Male,Yes,74,No,Lawyer,1087,0,High,2,Cat_6,A
467687,Male,No,38,Yes,Entertainment,760,,Low,4,Cat_6,D
461561,Female,Yes,46,Yes,Artist,574,0,Average,2,Cat_6,C
465953,Female,No,50,Yes,Artist,697,1,Low,1,Cat_6,D
463309,Male,Yes,50,Yes,Artist,645,0,Average,2,Cat_3,B
459134,Female,Yes,69,Yes,Lawyer,1069,0,High,2,Cat_6,C
464195,Male,No,29,Yes,Artist,542,0,Low,1,Cat_6,A
467696,Male,Yes,84,Yes,Lawyer,1093,,High,3,Cat_6,B
459586,Male,Yes,73,No,Executive,1451,1,Low,,Cat_6,C
466504,Male,Yes,38,No,Executive,1576,9,High,5,Cat_6,B
466792,Female,Yes,82,No,Lawyer,1076,0,Low,1,Cat_6,A
459875,Male,Yes,71,No,Lawyer,1042,0,High,,Cat_6,A
463837,Female,Yes,50,No,Engineer,1641,0,Low,3,Cat_7,B
465384,Male,Yes,56,Yes,Artist,643,0,High,2,Cat_6,B
462050,Male,No,19,No,Healthcare,828,4,Low,3,Cat_2,D
465268,Male,Yes,29,No,Executive,1323,12,Low,3,Cat_6,B
461370,Male,No,26,Yes,Doctor,1318,1,Low,3,Cat_6,D
464225,Female,No,31,No,Doctor,1393,1,Low,5,Cat_3,C
466665,Male,Yes,42,Yes,Artist,507,0,Average,2,Cat_6,A
462290,Female,No,33,Yes,Doctor,1337,1,Low,1,Cat_6,B
459326,Male,Yes,35,No,Healthcare,837,1,Low,5,Cat_6,D
464926,Female,Yes,46,No,Engineer,1509,0,High,3,Cat_4,A
460343,Female,No,67,Yes,Artist,506,0,Low,2,Cat_6,B
463626,Female,No,35,No,Artist,583,7,Low,2,Cat_6,D
464266,Male,No,28,No,Doctor,1312,8,Low,3,Cat_6,A
464491,Female,No,43,No,Doctor,1425,8,Low,1,Cat_4,D
467698,Female,Yes,40,No,Artist,500,3,Average,,Cat_6,A
463440,Female,Yes,73,Yes,Artist,587,0,Average,3,Cat_1,C
463602,Female,No,21,No,Healthcare,835,8,Low,4,Cat_6,D
464706,Female,No,32,No,Doctor,1474,1,Low,3,Cat_4,D
467220,Female,No,36,No,,1474,,Low,,Cat_4,D
460313,Male,No,32,Yes,Artist,621,13,Low,3,Cat_6,A
465497,Male,No,25,No,Homemaker,567,14,Low,3,Cat_5,A
465846,Female,No,40,Yes,Artist,649,5,Low,1,Cat_6,A
463374,Female,No,19,No,Healthcare,852,0,Low,3,Cat_6,D
462704,Male,Yes,48,Yes,Executive,1496,5,High,5,Cat_6,B
462160,Female,No,36,Yes,Artist,605,3,Low,3,Cat_6,C
461365,Male,No,27,No,Healthcare,868,1,Low,3,Cat_6,D
464205,Female,Yes,82,No,Entertainment,745,0,High,2,Cat_6,B
459294,Male,No,23,No,Healthcare,870,9,Low,4,Cat_6,D
460318,Male,No,30,Yes,Entertainment,656,14,Low,3,Cat_6,D
467967,Male,No,30,Yes,Entertainment,607,8,Low,4,Cat_6,A
461797,Male,No,30,Yes,Healthcare,826,1,Low,3,Cat_6,D
462980,Male,No,28,Yes,Entertainment,776,1,Low,5,Cat_6,C
462361,Male,Yes,60,Yes,Artist,573,0,Low,2,Cat_4,A
461855,Female,Yes,52,Yes,Artist,689,1,Average,2,Cat_6,C
461069,Female,No,19,No,Healthcare,885,,Low,,Cat_3,D
467522,Female,No,19,No,Healthcare,876,0,Low,2,Cat_6,D
463327,Male,Yes,40,No,Executive,1386,1,Low,5,Cat_5,D
459824,Male,No,38,Yes,Entertainment,700,8,Low,1,Cat_6,D
461051,Female,Yes,71,Yes,Entertainment,691,1,Average,2,Cat_6,B
461142,Female,No,40,Yes,Engineer,1567,1,Low,3,Cat_3,B
461521,Male,Yes,68,Yes,Artist,670,0,High,2,Cat_6,B
459422,Male,Yes,50,Yes,Entertainment,686,,Low,4,Cat_6,A
467792,Male,No,21,No,Healthcare,801,0,Low,4,Cat_6,D
467432,Male,No,29,Yes,Healthcare,869,,Low,3,Cat_6,B
464016,Female,,29,Yes,Entertainment,794,0,High,1,Cat_1,A
464654,Female,Yes,39,No,Engineer,1776,1,Average,4,Cat_4,B
459111,Male,Yes,41,Yes,Executive,1404,0,Low,4,Cat_6,B
459408,Male,No,28,No,Doctor,1459,,Low,1,Cat_6,D
466473,Female,No,22,No,Healthcare,844,0,Low,3,Cat_2,D
464365,Male,No,35,Yes,Artist,561,,Low,1,Cat_6,A
460046,Female,Yes,49,Yes,Artist,647,3,Low,2,Cat_6,B
466698,Female,Yes,26,Yes,Healthcare,830,8,Low,2,Cat_3,D
460609,Female,No,33,No,Healthcare,885,,Low,1,Cat_4,C
459927,Female,No,27,No,Engineer,1752,0,Low,2,Cat_3,D
467057,Female,No,50,No,Entertainment,628,8,Low,2,Cat_6,A
466052,Female,Yes,37,Yes,Homemaker,562,5,Low,2,Cat_4,D
464210,Male,No,43,Yes,Marketing,710,0,Low,2,Cat_6,A
465873,Male,No,35,Yes,Entertainment,601,13,Low,1,Cat_6,D
459802,Female,Yes,50,Yes,Artist,666,1,Low,1,Cat_6,C
464817,Male,No,31,Yes,Artist,591,7,Low,1,Cat_4,A
465540,Female,Yes,29,No,Engineer,1579,,High,2,Cat_6,D
460845,Female,No,20,No,Healthcare,824,0,Low,2,Cat_6,D
459072,Male,Yes,66,Yes,Entertainment,779,1,Average,2,Cat_6,C
465694,Male,Yes,37,Yes,Healthcare,820,1,Average,2,Cat_4,A
466381,Male,Yes,52,Yes,Artist,646,2,Average,2,Cat_6,C
460947,Male,Yes,45,Yes,Executive,1376,7,High,5,Cat_6,C
467338,Female,No,27,Yes,Healthcare,804,2,Low,6,Cat_6,D
467189,Female,Yes,46,Yes,Artist,642,1,High,4,Cat_6,C
466456,Female,Yes,43,No,Doctor,1436,9,Low,1,Cat_2,A
463805,Female,No,32,No,Doctor,1485,8,Low,6,Cat_6,C
462427,Male,Yes,87,Yes,Lawyer,1040,9,Low,4,Cat_6,C
462785,Female,Yes,40,Yes,Engineer,1701,,Average,5,Cat_3,B
466906,Male,No,59,Yes,Artist,539,1,Low,2,Cat_6,B
461842,Male,Yes,63,Yes,Artist,598,1,Average,3,Cat_6,C
462229,Male,No,23,No,,598,0,Low,8,Cat_4,D
462372,Female,Yes,65,No,Lawyer,1050,,High,2,Cat_6,A
462400,Male,No,47,Yes,Artist,526,0,Low,1,Cat_6,B
466598,Female,Yes,45,Yes,Artist,576,9,Low,2,Cat_6,C
466940,Male,Yes,79,No,Lawyer,1054,0,Low,1,Cat_6,D
461754,Male,Yes,65,No,Entertainment,655,1,High,2,Cat_6,B
461376,Female,No,38,Yes,Healthcare,900,0,Low,2,Cat_6,B
459427,Female,Yes,28,Yes,Healthcare,837,,Low,2,Cat_6,D
462025,Male,No,20,No,Healthcare,858,2,Low,3,Cat_4,D
465720,Female,Yes,36,Yes,Artist,619,1,Low,2,Cat_6,C
466354,Male,No,22,No,Healthcare,859,0,Low,4,Cat_6,D
463857,Male,Yes,56,No,Healthcare,858,0,High,4,Cat_7,B
465849,Female,No,32,Yes,Doctor,1390,5,Low,3,Cat_4,A
464100,Female,No,33,Yes,Healthcare,806,1,Low,1,Cat_6,D
461444,Female,Yes,68,Yes,Artist,542,1,High,2,Cat_6,C
461828,Male,Yes,53,Yes,Artist,689,,Average,3,Cat_6,C
464711,Female,Yes,38,Yes,Artist,552,7,Average,3,Cat_1,B
462759,Male,No,22,No,Healthcare,898,,Low,5,Cat_2,D
465349,Female,Yes,49,Yes,Artist,562,0,High,4,Cat_6,C
459449,Male,Yes,43,Yes,Artist,504,,Low,2,Cat_6,B
463407,Female,No,33,No,Doctor,1401,0,Low,1,Cat_3,D
466632,Female,Yes,57,Yes,Artist,568,1,High,2,Cat_6,C
464641,Female,Yes,65,Yes,Lawyer,1026,2,Low,6,Cat_1,D
460290,Female,,50,Yes,Artist,562,,High,1,,B
462154,Male,Yes,36,Yes,Entertainment,715,0,Average,2,Cat_6,C
464754,Female,Yes,43,No,Engineer,1699,4,Average,7,Cat_4,A
460167,Female,No,18,No,Entertainment,795,1,Low,5,Cat_2,C
461987,Female,Yes,43,No,Engineer,1601,1,Average,2,Cat_6,B
463259,Male,Yes,75,Yes,Lawyer,1037,0,Low,1,Cat_6,A
464421,Female,Yes,27,No,Marketing,791,,High,4,Cat_6,D
461628,Male,Yes,39,Yes,Healthcare,835,11,Average,2,Cat_6,B
459126,Male,Yes,61,Yes,Artist,687,2,Low,2,Cat_6,B
460639,Female,Yes,73,Yes,Lawyer,1024,,Low,5,Cat_1,D
465143,Male,No,26,Yes,Engineer,1564,0,Low,5,Cat_4,C
460860,Male,Yes,52,Yes,Artist,616,7,Average,4,Cat_6,B
467629,Male,Yes,50,Yes,Artist,624,1,Low,1,Cat_6,B
461720,Female,No,51,Yes,Artist,511,1,Low,1,Cat_4,B
460086,Male,Yes,50,No,Artist,553,1,Average,3,Cat_6,C
465832,Male,Yes,53,Yes,Executive,1322,9,High,5,Cat_4,B
467070,Male,Yes,40,No,Executive,1478,5,Low,4,Cat_6,D
459602,Female,Yes,86,No,Lawyer,1042,,Low,1,Cat_6,D
463541,Female,No,26,No,Healthcare,892,0,Low,3,Cat_5,B
462431,Male,No,32,No,Entertainment,756,9,Low,4,Cat_6,A
461387,Female,No,22,No,Healthcare,862,5,Low,3,Cat_2,D
461693,Female,Yes,36,Yes,Artist,601,1,Average,4,Cat_6,B
466793,Female,,62,Yes,Artist,549,4,Average,3,Cat_6,B
466010,Female,Yes,69,No,Doctor,1407,0,Low,1,Cat_3,A
465674,Female,No,39,Yes,Entertainment,694,1,Low,2,Cat_4,A
459405,Female,Yes,81,No,Doctor,1460,0,High,2,Cat_6,A
465989,Female,No,28,No,Healthcare,812,9,Low,2,Cat_6,D
465598,Male,No,28,Yes,Healthcare,831,6,Low,5,Cat_2,D
466093,Male,No,52,Yes,Entertainment,666,1,Low,5,Cat_4,B
462773,Female,Yes,40,Yes,Artist,644,4,Average,5,Cat_6,B
467087,Male,No,68,Yes,Lawyer,1004,0,Low,,Cat_6,B
465763,Female,Yes,37,No,Artist,504,0,Average,2,Cat_4,D
462958,Male,No,26,No,Marketing,719,1,Low,5,Cat_6,D
467056,Female,No,31,No,Homemaker,517,8,Low,1,Cat_6,A
461990,Female,Yes,68,Yes,Lawyer,1003,0,Low,2,Cat_6,C
464480,Male,Yes,42,Yes,Artist,585,1,Average,3,Cat_6,C
461318,Female,Yes,56,Yes,Artist,665,1,Average,6,Cat_5,C
467398,Male,Yes,37,No,Entertainment,726,1,Low,2,Cat_6,A
464222,Male,Yes,58,Yes,Artist,538,1,Low,1,Cat_6,D
465427,Male,No,33,Yes,Artist,583,7,Low,1,Cat_6,A
460652,Female,No,31,No,Homemaker,589,8,Low,1,Cat_4,D
463642,Female,No,27,Yes,Healthcare,821,0,Low,3,Cat_2,B
462672,Male,No,25,No,Healthcare,833,7,Low,4,Cat_4,D
466112,Male,Yes,51,Yes,Entertainment,740,1,Average,2,Cat_6,B
459831,Male,Yes,37,No,Engineer,1541,8,Average,3,Cat_4,D
463027,Male,Yes,69,Yes,Executive,1556,1,Average,4,Cat_6,B
462467,Female,Yes,45,No,Doctor,1390,1,Low,1,Cat_6,A
461469,Male,Yes,38,Yes,Artist,691,0,Low,2,Cat_6,C
461562,Male,Yes,51,Yes,Artist,697,,Average,4,Cat_2,C
467051,Female,No,19,No,Healthcare,885,0,Low,4,Cat_6,D
465928,Female,No,32,Yes,Healthcare,830,6,Low,3,Cat_6,D
462491,Male,No,31,Yes,Artist,673,1,Low,5,Cat_6,C
460642,Male,No,19,No,Healthcare,880,13,Low,3,Cat_3,D
460988,Male,Yes,41,Yes,Entertainment,613,0,Average,3,Cat_4,C
460634,Female,No,39,No,Entertainment,705,,Low,6,Cat_3,D
461108,Male,No,21,No,Healthcare,805,1,Low,4,Cat_3,D
464175,Female,No,30,No,Healthcare,822,0,Low,,Cat_6,D
463329,Male,No,23,No,Healthcare,833,0,Low,6,Cat_3,D
466153,Male,Yes,65,No,Entertainment,769,0,Average,2,Cat_6,C
467027,Male,No,31,No,Executive,1563,4,Low,5,Cat_1,D
459707,Female,Yes,74,Yes,Lawyer,1063,,Low,,Cat_6,D
466710,Female,Yes,73,No,Artist,652,1,High,2,Cat_6,C
465616,Male,Yes,42,Yes,Doctor,1413,9,Low,2,Cat_6,C
463173,Male,No,47,Yes,Artist,693,0,Low,1,Cat_3,B
465779,Female,No,19,No,Healthcare,814,0,Low,5,Cat_2,D
465826,Male,Yes,45,No,Executive,1499,3,Low,9,Cat_4,D
463063,Female,No,25,No,Marketing,730,,Low,7,Cat_2,B
463575,Female,No,28,Yes,Entertainment,610,0,Low,3,Cat_6,D
466480,Female,Yes,40,Yes,Artist,630,,Average,2,Cat_4,C
463175,Female,,40,No,Engineer,1579,1,Low,4,Cat_3,A
462046,Female,No,30,Yes,Doctor,1302,8,Low,,Cat_4,D
466075,Female,Yes,50,Yes,Engineer,1739,1,Average,4,Cat_4,B
461723,Male,No,26,Yes,Healthcare,868,8,Low,2,Cat_6,C
460783,Male,Yes,82,Yes,Lawyer,1098,0,Low,1,Cat_6,B
465962,Male,Yes,33,Yes,Healthcare,850,0,Low,2,Cat_7,A
462781,Male,No,50,No,Marketing,721,1,Low,2,Cat_7,C
466020,Male,Yes,83,No,Lawyer,1023,0,Low,1,Cat_6,D
461502,Female,No,37,Yes,Artist,505,9,Low,1,Cat_6,B
463280,Male,Yes,37,Yes,Artist,635,6,Average,2,Cat_3,A
466936,Male,Yes,55,No,Lawyer,1072,1,High,3,Cat_6,C
460552,Male,Yes,61,Yes,Artist,589,0,Low,2,Cat_3,C
459345,Female,Yes,39,Yes,Artist,632,3,Low,1,Cat_6,B
464256,Male,Yes,40,Yes,Artist,587,0,Low,2,Cat_6,C
467097,Male,Yes,55,Yes,Artist,572,2,Low,1,Cat_6,B
462571,Male,Yes,50,Yes,Healthcare,896,1,Average,1,Cat_6,D
463765,Male,No,26,Yes,Doctor,1415,13,Low,3,Cat_6,D
460152,Female,No,53,Yes,Artist,612,1,Low,1,Cat_6,C
463415,Female,No,28,Yes,Healthcare,834,,Low,5,Cat_6,B
459587,Female,No,32,Yes,Artist,544,7,Low,3,Cat_6,A
460995,Female,No,31,Yes,Marketing,712,0,Low,1,Cat_6,D
465426,Male,No,30,No,Healthcare,858,0,Low,4,Cat_6,B
461452,Female,No,31,Yes,Doctor,1461,0,Low,4,Cat_3,A
460797,Male,Yes,47,Yes,Artist,537,4,Low,1,Cat_3,A
466618,Male,Yes,49,Yes,Artist,646,3,Average,2,Cat_6,C
462168,Male,Yes,37,Yes,Executive,1430,1,High,3,Cat_6,B
465338,Male,Yes,47,Yes,Artist,588,13,Average,4,Cat_6,C
463501,Male,Yes,52,Yes,Executive,1395,0,High,2,Cat_6,C
460817,Female,No,20,No,Entertainment,756,,Low,7,Cat_3,C
459726,Male,Yes,79,No,Lawyer,1075,0,High,2,Cat_6,B
463516,Male,Yes,47,No,Executive,1593,1,High,6,Cat_6,C
466751,Female,No,20,,Healthcare,875,1,Low,4,Cat_6,D
463359,Male,No,23,No,Healthcare,808,1,Low,4,Cat_6,D
463488,Female,No,29,No,Engineer,1743,9,Low,4,Cat_4,A
465872,Female,No,33,Yes,Engineer,1569,10,Low,1,Cat_6,A
460588,Male,No,21,No,Healthcare,876,0,Low,4,Cat_3,D
460236,Male,No,18,No,Healthcare,814,8,Low,4,Cat_6,D
460802,Male,Yes,70,Yes,Lawyer,1050,0,High,2,Cat_6,C
459467,Female,Yes,56,Yes,Artist,569,0,Average,2,Cat_6,C
466953,Male,Yes,42,Yes,Artist,521,2,Average,2,Cat_6,B
459086,Female,No,28,No,Healthcare,859,1,Low,2,Cat_6,B
464915,Male,Yes,41,Yes,Executive,1329,,High,4,Cat_4,B
460827,Male,Yes,81,Yes,Lawyer,1098,9,Low,1,Cat_6,D
464272,Male,No,30,Yes,Artist,536,9,Low,2,Cat_6,A
461063,Male,Yes,53,No,Lawyer,1011,0,Low,2,Cat_6,D
467302,Male,No,26,Yes,Executive,1336,9,Low,4,Cat_6,D
461935,Male,Yes,51,Yes,Artist,594,1,Low,3,Cat_6,C
459089,Male,No,19,No,Artist,592,9,Low,7,Cat_7,B
462365,Male,Yes,75,Yes,Lawyer,1072,0,High,2,Cat_6,B
459628,Female,Yes,51,Yes,Engineer,1575,0,Low,1,Cat_6,A
467332,Female,Yes,70,Yes,Homemaker,518,3,Low,2,Cat_6,B
460443,Female,No,38,Yes,Doctor,1379,0,Low,1,Cat_6,A
462195,Female,No,21,No,Healthcare,821,0,Low,4,Cat_4,D
466228,Male,Yes,80,No,Lawyer,1065,0,Low,1,Cat_4,B
461952,Female,Yes,19,No,Artist,689,,High,2,Cat_4,D
467589,Male,No,33,No,Entertainment,675,1,Low,1,Cat_6,D
466107,Male,Yes,48,Yes,Entertainment,648,1,Average,6,Cat_6,C
462199,Female,No,33,No,Healthcare,805,8,Low,3,,D
466452,Female,No,33,Yes,Engineer,1602,0,Low,3,Cat_1,D
467074,Female,No,31,No,Healthcare,858,1,Low,4,Cat_6,C
464233,Female,Yes,48,Yes,Artist,643,1,Average,2,Cat_6,C
462225,Male,Yes,49,No,Engineer,1630,1,Average,8,Cat_4,D
465970,Female,Yes,38,No,Artist,659,1,Low,1,Cat_6,B
460094,Female,No,39,Yes,Artist,596,0,Low,1,Cat_3,A
467428,Female,Yes,46,Yes,Entertainment,767,2,Average,2,Cat_6,B
465623,Male,Yes,41,Yes,Artist,595,8,Average,2,Cat_6,C
467516,Female,Yes,31,No,Artist,536,0,High,3,Cat_4,A
462975,Male,Yes,37,Yes,Entertainment,612,8,Average,2,Cat_6,C
462389,Female,Yes,58,No,Engineer,1544,1,Low,1,Cat_6,B
461556,Female,Yes,49,Yes,Engineer,1506,1,Average,2,Cat_6,A
465964,Female,Yes,47,No,Marketing,725,2,Low,1,Cat_6,D
460724,Male,No,30,Yes,Healthcare,863,1,Low,4,Cat_6,D
460660,Male,No,41,,Entertainment,622,6,Low,1,Cat_6,A
466787,Female,Yes,33,Yes,Doctor,1437,0,Low,2,Cat_6,A
467256,Male,No,33,No,Healthcare,886,0,Low,4,Cat_2,B
467414,Male,No,27,Yes,Healthcare,870,,Low,1,Cat_6,D
466742,Male,Yes,45,No,Doctor,1469,8,Low,2,Cat_3,A
466017,Female,Yes,45,Yes,Homemaker,527,1,Low,1,Cat_3,B
463079,Female,No,35,No,Marketing,731,,Low,,Cat_3,D
459679,Female,No,21,No,Entertainment,699,1,Low,4,Cat_6,D
465930,Female,No,36,Yes,Artist,551,9,Low,2,Cat_6,A
464821,Female,Yes,56,No,,551,0,Low,1,Cat_4,D
460175,Female,No,28,No,Artist,569,0,Low,5,Cat_2,C
466725,Female,Yes,89,No,Lawyer,1085,0,High,2,Cat_6,A
465095,Male,Yes,48,Yes,Executive,1456,1,High,4,Cat_6,C
465452,Male,Yes,47,No,Entertainment,768,0,High,5,Cat_6,C
463473,Male,No,23,No,Healthcare,878,,Low,3,Cat_6,D
463213,Female,No,18,No,Healthcare,876,3,Low,4,Cat_6,D
467653,Male,Yes,58,Yes,Lawyer,1000,2,High,2,Cat_6,C
463218,Male,Yes,42,No,Entertainment,795,9,Average,3,Cat_6,A
461289,Male,No,22,No,Healthcare,859,0,Low,3,Cat_6,D
459983,Female,Yes,50,Yes,Artist,687,2,Low,1,Cat_6,B
465845,Female,Yes,40,Yes,Entertainment,707,,Low,2,Cat_6,B
462363,Male,Yes,73,No,Executive,1492,0,High,2,Cat_6,D
460575,Female,No,27,No,Artist,647,,Low,,Cat_3,D
461509,Male,Yes,40,Yes,Artist,518,1,Average,3,Cat_6,B
460542,Female,Yes,81,No,Lawyer,1027,1,Low,,Cat_3,B
461148,Male,,37,Yes,Artist,577,1,Average,3,Cat_3,A
464064,Female,Yes,39,No,Doctor,1430,0,Low,2,Cat_6,B
460545,Male,Yes,83,No,Lawyer,1067,0,High,3,Cat_3,D
459303,Male,Yes,55,Yes,Artist,675,0,Low,1,Cat_6,B
462568,Male,Yes,51,Yes,Doctor,1419,,Low,3,Cat_6,A
462635,Male,Yes,42,No,Engineer,1557,5,Average,4,Cat_4,A
