,Gender,Ever_Married,Age,Graduated,Profession,Income,Work_Experience,Spending_Score,Family_Size,clusterNo
1654,0,1.0,46,0.0,4.0,719,3.0,1,5.0,1
1655,1,0.0,30,1.0,5.0,615,9.0,1,1.0,1
1656,1,0.0,23,0.0,8.0,574,0.0,1,5.0,1
1657,0,1.0,39,1.0,1.0,802,4.0,1,2.0,0
1658,0,1.0,63,1.0,5.0,648,0.0,2,4.0,1
1659,0,1.0,60,1.0,5.0,603,1.0,2,3.0,1
1660,0,0.0,20,0.0,1.0,847,1.0,1,3.0,0
1661,1,1.0,89,0.0,3.0,1100,1.0,3,2.0,0
1663,0,0.0,43,1.0,6.0,1411,1.0,1,4.0,3
1664,1,1.0,70,0.0,3.0,1061,3.0,3,2.0,0
1665,0,0.0,35,1.0,5.0,697,9.0,1,1.0,1
1666,0,1.0,42,1.0,5.0,523,0.0,3,2.0,1
1667,0,1.0,39,1.0,7.0,1437,6.0,2,2.0,3
1668,1,1.0,29,1.0,1.0,823,0.0,1,2.0,0
1669,1,0.0,38,0.0,8.0,512,8.0,1,3.0,1
1670,1,1.0,74,0.0,3.0,1027,1.0,1,1.0,0
1671,0,1.0,41,1.0,5.0,539,1.0,1,2.0,1
1672,0,1.0,51,1.0,4.0,702,0.0,2,4.0,1
1673,0,1.0,50,1.0,6.0,1335,1.0,3,3.0,3
1674,0,0.0,23,0.0,9.0,750,0.0,1,3.0,1
1675,0,0.0,36,1.0,5.0,657,9.0,1,3.0,1
1676,0,0.0,36,1.0,5.0,668,8.0,1,1.0,1
1677,1,1.0,50,1.0,7.0,1444,1.0,1,2.0,3
1678,0,0.0,23,0.0,1.0,863,3.0,1,4.0,0
1679,1,0.0,37,0.0,1.0,871,1.0,1,1.0,0
1680,0,1.0,65,1.0,6.0,1439,0.0,3,4.0,3
1681,1,0.0,26,1.0,1.0,824,0.0,1,1.0,0
1682,0,1.0,55,1.0,4.0,686,1.0,1,3.0,1
1683,0,1.0,65,1.0,6.0,1355,0.0,3,2.0,3
1684,1,1.0,72,1.0,3.0,1089,1.0,3,2.0,0
1685,0,1.0,51,1.0,5.0,594,7.0,2,2.0,1
1686,0,0.0,25,1.0,5.0,639,1.0,1,5.0,1
1687,0,1.0,38,0.0,6.0,1550,0.0,3,3.0,2
1688,0,1.0,55,0.0,5.0,681,3.0,2,2.0,1
1689,0,1.0,46,0.0,5.0,679,0.0,2,3.0,1
1690,1,0.0,39,1.0,5.0,567,0.0,1,3.0,1
1691,1,1.0,62,1.0,5.0,696,0.0,3,2.0,1
1692,1,1.0,37,1.0,5.0,532,4.0,2,2.0,1
1693,1,0.0,28,0.0,2.0,1719,3.0,1,7.0,2
1694,1,0.0,32,1.0,9.0,718,1.0,1,6.0,1
1695,0,0.0,31,1.0,7.0,1471,14.0,1,2.0,3
1696,1,0.0,31,0.0,1.0,845,1.0,1,3.0,0
1697,0,0.0,43,1.0,5.0,513,8.0,1,3.0,1
1698,0,1.0,67,1.0,5.0,682,1.0,2,2.0,1
1699,1,0.0,72,1.0,3.0,1071,0.0,1,1.0,0
1700,1,1.0,57,0.0,2.0,1693,0.0,1,3.0,2
1702,0,1.0,36,1.0,4.0,719,4.0,2,2.0,1
1703,1,0.0,21,0.0,8.0,580,9.0,1,1.0,1
1704,0,1.0,47,0.0,4.0,738,1.0,2,5.0,1
1705,1,0.0,25,1.0,4.0,607,8.0,1,3.0,1
1706,1,1.0,41,0.0,2.0,1523,9.0,2,2.0,3
1707,0,0.0,29,1.0,1.0,846,0.0,1,4.0,0
1708,0,0.0,21,0.0,1.0,847,0.0,1,3.0,0
1709,0,1.0,66,1.0,3.0,1001,0.0,1,1.0,0
1710,0,1.0,27,1.0,4.0,673,10.0,1,2.0,1
1711,1,0.0,27,0.0,8.0,574,3.0,1,4.0,1
1712,0,1.0,52,1.0,5.0,655,4.0,1,1.0,1
1713,0,1.0,46,1.0,5.0,503,1.0,2,3.0,1
1714,1,0.0,23,0.0,1.0,871,0.0,1,4.0,0
1715,0,0.0,27,1.0,4.0,770,0.0,1,5.0,0
1716,1,1.0,52,1.0,7.0,1310,1.0,1,3.0,3
1717,0,1.0,65,0.0,5.0,623,0.0,2,2.0,1
1718,0,0.0,42,0.0,4.0,626,3.0,1,3.0,1
1719,0,1.0,59,0.0,4.0,660,1.0,1,2.0,1
1720,1,1.0,45,1.0,3.0,1080,0.0,1,1.0,0
1721,0,1.0,18,0.0,6.0,1552,3.0,2,3.0,2
1722,1,1.0,61,0.0,2.0,1763,1.0,3,3.0,2
1723,1,1.0,53,1.0,5.0,579,1.0,2,4.0,1
1724,1,1.0,37,1.0,7.0,1491,1.0,2,2.0,3
1725,0,1.0,63,1.0,6.0,1556,0.0,3,5.0,2
1726,1,0.0,33,0.0,9.0,703,3.0,1,5.0,1
1727,1,1.0,50,1.0,5.0,676,1.0,1,3.0,1
1728,1,1.0,62,1.0,5.0,580,1.0,1,2.0,1
1729,0,1.0,49,1.0,5.0,669,1.0,2,8.0,1
1730,0,1.0,46,1.0,8.0,571,6.0,2,3.0,1
1732,0,1.0,53,1.0,6.0,1355,1.0,3,4.0,3
1733,1,1.0,42,1.0,5.0,606,2.0,3,2.0,1
1734,1,1.0,28,1.0,5.0,603,0.0,1,1.0,1
1735,1,1.0,49,1.0,2.0,1749,1.0,2,4.0,2
1736,0,1.0,35,1.0,5.0,681,1.0,2,2.0,1
1737,1,1.0,27,0.0,7.0,1469,0.0,1,3.0,3
1738,0,1.0,58,1.0,3.0,1085,0.0,3,2.0,0
1739,0,1.0,41,0.0,5.0,642,8.0,2,2.0,1
1740,0,1.0,32,1.0,4.0,771,9.0,2,2.0,0
1741,0,0.0,33,0.0,4.0,754,0.0,1,2.0,1
1742,0,1.0,69,0.0,4.0,754,0.0,1,5.0,1
1743,1,0.0,31,0.0,7.0,1372,6.0,1,4.0,3
1744,1,1.0,68,0.0,3.0,1006,3.0,3,3.0,0
1745,1,0.0,39,0.0,2.0,1660,4.0,1,3.0,2
1746,1,0.0,21,0.0,1.0,900,1.0,1,5.0,0
1747,1,1.0,39,0.0,5.0,589,3.0,2,3.0,1
1748,1,1.0,41,1.0,5.0,674,9.0,1,1.0,1
1749,0,1.0,49,1.0,5.0,553,1.0,2,4.0,1
1750,1,1.0,38,1.0,6.0,1475,0.0,2,2.0,3
1751,1,1.0,36,1.0,6.0,1391,3.0,3,3.0,3
1752,1,1.0,52,1.0,5.0,675,9.0,1,4.0,1
1753,1,0.0,46,1.0,5.0,590,6.0,1,2.0,1
1754,0,0.0,28,0.0,7.0,1406,4.0,1,3.0,3
1755,1,1.0,55,1.0,5.0,569,0.0,3,5.0,1
1756,1,0.0,41,1.0,1.0,878,1.0,1,1.0,0
1757,0,1.0,47,0.0,6.0,1583,0.0,3,2.0,2
1758,0,1.0,52,1.0,5.0,645,0.0,1,3.0,1
1759,1,1.0,45,1.0,5.0,613,4.0,3,4.0,1
1760,0,0.0,32,0.0,1.0,849,3.0,1,3.0,0
1761,0,1.0,78,1.0,3.0,1060,1.0,1,1.0,0
1763,0,1.0,39,0.0,6.0,1591,3.0,2,7.0,2
1764,0,1.0,38,0.0,7.0,1330,0.0,3,4.0,3
1765,1,1.0,50,1.0,5.0,694,1.0,2,4.0,1
1766,1,1.0,53,1.0,2.0,1784,8.0,3,4.0,2
1767,0,0.0,43,1.0,5.0,594,1.0,1,1.0,1
1768,0,1.0,59,1.0,5.0,639,1.0,2,3.0,1
1769,1,0.0,38,0.0,4.0,658,8.0,1,2.0,1
1770,0,1.0,42,1.0,5.0,638,2.0,2,2.0,1
1771,0,1.0,65,1.0,5.0,529,0.0,2,2.0,1
1772,0,1.0,79,1.0,3.0,1077,0.0,1,2.0,0
1773,1,0.0,41,1.0,5.0,544,1.0,1,1.0,1
1774,0,1.0,42,1.0,4.0,621,9.0,1,2.0,1
1775,0,1.0,28,0.0,6.0,1448,3.0,1,7.0,3
1776,0,1.0,49,1.0,7.0,1364,1.0,2,2.0,3
1777,0,1.0,58,1.0,5.0,659,1.0,1,2.0,1
1778,0,1.0,69,1.0,3.0,1100,0.0,3,3.0,0
1779,1,0.0,35,1.0,5.0,676,3.0,1,1.0,1
1780,1,1.0,47,0.0,2.0,1713,0.0,3,2.0,2
1781,1,0.0,25,1.0,9.0,717,12.0,1,1.0,1
1782,1,1.0,38,1.0,8.0,582,0.0,1,2.0,1
1783,1,0.0,25,0.0,2.0,1587,8.0,1,3.0,2
1784,0,1.0,76,0.0,3.0,1075,0.0,1,1.0,0
1785,1,0.0,23,0.0,1.0,826,0.0,1,5.0,0
1786,0,0.0,38,1.0,9.0,763,3.0,1,3.0,0
1787,1,1.0,49,1.0,5.0,645,0.0,2,3.0,1
1789,1,1.0,71,1.0,5.0,609,1.0,3,2.0,1
1790,1,0.0,39,0.0,2.0,1656,0.0,1,3.0,2
1791,1,0.0,41,1.0,5.0,563,8.0,1,3.0,1
1792,0,1.0,66,0.0,3.0,1015,1.0,1,3.0,0
1793,1,1.0,27,0.0,8.0,504,10.0,1,1.0,1
1794,1,0.0,23,0.0,1.0,838,3.0,1,3.0,0
1795,1,1.0,35,1.0,5.0,573,2.0,2,2.0,1
1796,1,1.0,33,0.0,5.0,595,3.0,1,2.0,1
1797,1,0.0,21,0.0,6.0,1459,8.0,1,3.0,3
1798,1,1.0,49,0.0,2.0,1674,0.0,1,1.0,2
1799,0,1.0,42,0.0,2.0,1677,9.0,1,3.0,2
1800,0,0.0,39,1.0,5.0,630,0.0,1,1.0,1
1801,0,1.0,68,1.0,3.0,1086,8.0,1,1.0,0
1802,0,1.0,57,1.0,5.0,620,1.0,1,1.0,1
1803,0,0.0,38,1.0,5.0,545,0.0,1,1.0,1
1804,1,1.0,35,0.0,2.0,1518,2.0,2,5.0,3
1805,1,1.0,41,1.0,9.0,721,0.0,1,3.0,1
1806,0,1.0,40,1.0,5.0,659,0.0,2,4.0,1
1807,1,0.0,32,1.0,1.0,873,3.0,1,3.0,0
1808,0,1.0,53,1.0,5.0,693,0.0,2,4.0,1
1809,1,1.0,38,1.0,8.0,592,8.0,2,3.0,1
1810,1,1.0,68,0.0,9.0,713,0.0,1,2.0,1
1811,0,0.0,30,0.0,6.0,1455,1.0,1,2.0,3
1812,0,1.0,52,0.0,4.0,617,4.0,2,5.0,1
1813,0,1.0,80,1.0,3.0,1034,1.0,1,1.0,0
1814,1,0.0,31,1.0,1.0,897,1.0,1,7.0,0
1815,1,1.0,38,0.0,6.0,1508,3.0,2,4.0,3
1816,0,1.0,87,0.0,6.0,1513,0.0,3,2.0,3
1817,0,0.0,23,0.0,1.0,805,1.0,1,4.0,0
1818,0,0.0,45,1.0,5.0,676,5.0,1,1.0,1
1819,0,1.0,36,1.0,5.0,592,9.0,2,4.0,1
1820,0,1.0,41,0.0,6.0,1401,1.0,3,2.0,3
1821,1,1.0,48,1.0,5.0,601,0.0,1,4.0,1
1822,0,1.0,70,1.0,6.0,1326,1.0,3,5.0,3
1823,1,1.0,84,1.0,3.0,1050,3.0,3,2.0,0
1824,0,1.0,39,1.0,1.0,833,11.0,2,2.0,0
1825,1,0.0,39,1.0,5.0,520,0.0,1,1.0,1
1826,0,1.0,50,1.0,5.0,690,1.0,2,4.0,1
1827,0,1.0,40,1.0,7.0,1460,1.0,1,5.0,3
1828,0,1.0,39,1.0,5.0,523,3.0,2,2.0,1
1829,0,1.0,38,1.0,5.0,598,4.0,2,3.0,1
1830,0,1.0,71,0.0,3.0,1041,1.0,3,2.0,0
1831,1,0.0,35,1.0,5.0,674,10.0,1,1.0,1
1832,0,1.0,27,1.0,1.0,856,5.0,1,5.0,0
1833,0,1.0,33,0.0,1.0,875,8.0,2,3.0,0
1834,0,1.0,37,0.0,5.0,584,3.0,2,3.0,1
1835,0,1.0,74,1.0,3.0,1020,1.0,3,2.0,0
1836,0,0.0,20,0.0,9.0,711,0.0,1,2.0,1
1837,1,1.0,30,0.0,4.0,606,1.0,3,4.0,1
1838,0,0.0,22,0.0,7.0,1303,0.0,1,4.0,3
1839,1,0.0,43,1.0,8.0,507,9.0,1,1.0,1
1840,0,0.0,36,1.0,5.0,700,11.0,1,2.0,1
1841,0,0.0,29,1.0,1.0,837,4.0,1,2.0,0
1842,1,0.0,43,1.0,4.0,629,0.0,1,6.0,1
1843,0,0.0,38,1.0,4.0,796,7.0,1,1.0,0
1844,1,1.0,40,1.0,5.0,518,5.0,3,5.0,1
1845,1,1.0,68,1.0,3.0,1064,9.0,3,4.0,0
1846,0,1.0,57,1.0,5.0,695,1.0,2,3.0,1
1847,1,0.0,35,1.0,4.0,759,9.0,1,2.0,0
1848,1,0.0,23,0.0,7.0,1468,7.0,1,4.0,3
1849,0,0.0,50,1.0,5.0,573,1.0,1,1.0,1
1850,1,0.0,32,1.0,7.0,1493,0.0,1,5.0,3
1851,0,1.0,59,1.0,4.0,747,9.0,1,1.0,1
1852,1,0.0,30,1.0,1.0,897,3.0,1,5.0,0
1853,1,0.0,35,1.0,5.0,515,0.0,1,1.0,1
1854,0,0.0,48,1.0,1.0,867,1.0,1,2.0,0
1855,0,0.0,29,0.0,1.0,853,9.0,1,4.0,0
1856,1,1.0,40,1.0,5.0,582,1.0,2,2.0,1
1857,0,1.0,38,1.0,5.0,669,1.0,2,3.0,1
1858,0,1.0,36,0.0,2.0,1550,0.0,1,1.0,2
1859,0,0.0,20,0.0,1.0,870,0.0,1,4.0,0
1860,0,0.0,29,0.0,1.0,807,6.0,1,3.0,0
1861,0,1.0,42,0.0,6.0,1533,3.0,3,3.0,3
1862,1,1.0,35,1.0,4.0,697,1.0,1,1.0,1
1863,1,1.0,37,0.0,2.0,1694,1.0,2,6.0,2
1864,1,1.0,52,0.0,5.0,622,0.0,2,4.0,1
1865,0,0.0,53,1.0,5.0,685,0.0,1,2.0,1
1866,0,1.0,30,0.0,5.0,665,9.0,3,6.0,1
1867,1,1.0,65,1.0,5.0,508,1.0,1,2.0,1
1868,1,0.0,23,0.0,1.0,882,1.0,1,3.0,0
1869,1,0.0,32,0.0,4.0,618,0.0,1,3.0,1
1870,1,0.0,36,1.0,8.0,557,9.0,1,1.0,1
1871,0,0.0,27,0.0,4.0,735,1.0,1,3.0,1
1872,0,1.0,36,1.0,6.0,1492,0.0,1,2.0,3
1873,0,0.0,37,1.0,5.0,698,12.0,1,1.0,1
1874,0,0.0,29,0.0,4.0,701,0.0,1,3.0,1
1875,0,0.0,29,1.0,6.0,1494,0.0,1,5.0,3
1876,0,0.0,27,1.0,7.0,1456,1.0,1,6.0,3
1877,1,0.0,35,1.0,2.0,1542,2.0,1,1.0,2
1878,0,0.0,40,1.0,5.0,646,1.0,1,1.0,1
1879,0,0.0,37,1.0,4.0,789,6.0,1,4.0,0
1880,0,0.0,19,0.0,1.0,863,0.0,1,5.0,0
1881,0,0.0,29,1.0,1.0,865,0.0,1,4.0,0
1882,1,1.0,53,1.0,5.0,594,0.0,2,2.0,1
1883,0,0.0,25,1.0,1.0,864,0.0,1,3.0,0
1885,0,1.0,48,1.0,5.0,518,3.0,1,6.0,1
1886,1,0.0,26,0.0,2.0,1596,4.0,1,1.0,2
1887,1,0.0,30,1.0,1.0,852,0.0,1,4.0,0
1888,0,0.0,30,0.0,4.0,715,1.0,1,2.0,1
1889,0,1.0,69,0.0,6.0,1412,1.0,3,3.0,3
1890,0,1.0,57,1.0,5.0,542,0.0,1,1.0,1
1891,1,1.0,56,1.0,5.0,520,4.0,2,2.0,1
1892,0,0.0,27,1.0,1.0,829,8.0,1,4.0,0
1893,0,0.0,21,0.0,1.0,840,0.0,1,6.0,0
1894,1,1.0,71,1.0,5.0,552,0.0,3,4.0,1
1895,1,0.0,39,1.0,4.0,785,8.0,1,4.0,0
1896,1,1.0,87,1.0,3.0,1056,1.0,3,2.0,0
1897,0,1.0,59,0.0,4.0,741,6.0,2,3.0,1
1898,0,0.0,32,1.0,9.0,796,8.0,1,1.0,0
1899,0,1.0,40,0.0,6.0,1569,7.0,1,4.0,2
1900,1,1.0,58,1.0,5.0,698,0.0,3,3.0,1
1901,0,0.0,19,0.0,1.0,865,3.0,1,5.0,0
1902,1,0.0,31,1.0,9.0,788,0.0,1,9.0,0
1903,0,0.0,31,0.0,1.0,835,3.0,1,4.0,0
1904,1,1.0,43,0.0,2.0,1746,3.0,2,2.0,2
1906,0,0.0,35,0.0,9.0,717,0.0,1,4.0,1
1907,1,1.0,46,1.0,5.0,583,8.0,2,2.0,1
1908,0,1.0,69,1.0,5.0,548,1.0,1,2.0,1
1909,0,1.0,69,1.0,7.0,1411,0.0,3,3.0,3
1910,1,1.0,45,1.0,4.0,743,3.0,2,5.0,1
1911,0,1.0,38,1.0,5.0,505,0.0,1,4.0,1
1912,0,1.0,39,1.0,6.0,1501,5.0,3,3.0,3
1913,0,1.0,65,1.0,5.0,622,4.0,1,3.0,1
1914,1,0.0,23,0.0,1.0,800,2.0,1,5.0,0
1915,1,1.0,58,0.0,2.0,1603,0.0,2,6.0,2
1916,0,1.0,84,1.0,4.0,746,0.0,3,2.0,1
1917,0,1.0,35,1.0,5.0,605,5.0,2,2.0,1
1918,1,0.0,22,0.0,1.0,861,1.0,1,2.0,0
1919,0,0.0,30,0.0,6.0,1534,3.0,1,4.0,2
1920,0,0.0,23,0.0,1.0,896,0.0,1,2.0,0
1921,1,0.0,41,1.0,5.0,678,3.0,1,3.0,1
1922,0,1.0,50,1.0,6.0,1571,4.0,3,3.0,2
1923,0,1.0,50,1.0,6.0,1364,0.0,3,4.0,3
1924,1,0.0,28,1.0,8.0,558,8.0,1,1.0,1
1925,1,1.0,37,1.0,7.0,1442,1.0,2,2.0,3
1926,0,0.0,19,0.0,1.0,844,3.0,1,6.0,0
1927,1,0.0,30,1.0,1.0,814,3.0,1,5.0,0
1928,0,1.0,43,0.0,6.0,1579,3.0,1,3.0,2
1929,0,1.0,73,0.0,6.0,1435,1.0,3,2.0,3
1930,1,0.0,19,0.0,1.0,879,0.0,1,3.0,0
1931,0,1.0,50,1.0,6.0,1442,1.0,3,3.0,3
1933,1,1.0,32,1.0,5.0,596,4.0,3,2.0,1
1934,1,0.0,39,1.0,7.0,1317,2.0,1,1.0,3
1935,0,0.0,43,1.0,7.0,1450,1.0,1,4.0,3
1936,1,0.0,33,1.0,5.0,622,5.0,1,2.0,1
1937,0,1.0,61,1.0,5.0,655,1.0,2,3.0,1
1938,1,1.0,70,1.0,7.0,1481,0.0,2,2.0,3
1939,0,1.0,66,1.0,5.0,537,1.0,2,2.0,1
1940,1,1.0,72,1.0,5.0,679,0.0,1,1.0,1
1941,0,1.0,71,1.0,5.0,551,0.0,3,2.0,1
1942,0,0.0,18,0.0,1.0,803,8.0,1,9.0,0
1943,0,1.0,33,0.0,5.0,612,1.0,2,2.0,1
1944,0,0.0,28,1.0,5.0,581,9.0,1,1.0,1
1945,1,1.0,27,1.0,9.0,798,11.0,2,2.0,0
1946,1,1.0,38,0.0,2.0,1602,1.0,1,5.0,2
1947,0,1.0,63,1.0,5.0,539,0.0,2,7.0,1
1948,0,1.0,70,1.0,3.0,1019,0.0,3,3.0,0
1949,1,0.0,26,1.0,1.0,890,10.0,1,1.0,0
1950,0,1.0,36,0.0,4.0,680,1.0,1,2.0,1
1951,1,1.0,47,1.0,5.0,572,0.0,1,3.0,1
1952,0,0.0,28,0.0,4.0,618,9.0,1,2.0,1
1953,1,0.0,26,1.0,4.0,752,1.0,1,5.0,1
1954,0,1.0,65,0.0,3.0,1036,3.0,3,2.0,0
1955,0,0.0,20,0.0,9.0,771,1.0,1,3.0,0
1956,0,1.0,30,1.0,5.0,551,0.0,2,2.0,1
1957,0,0.0,41,1.0,4.0,800,8.0,1,2.0,0
1958,1,0.0,40,1.0,7.0,1358,1.0,1,1.0,3
1959,1,1.0,47,0.0,2.0,1702,1.0,2,4.0,2
1960,0,1.0,40,1.0,4.0,729,2.0,2,5.0,1
1961,1,1.0,53,0.0,2.0,1636,0.0,2,3.0,2
1962,1,0.0,28,1.0,8.0,512,3.0,1,2.0,1
1963,0,1.0,60,1.0,5.0,591,1.0,1,2.0,1
1964,1,0.0,27,1.0,5.0,663,8.0,1,1.0,1
1965,0,1.0,43,1.0,5.0,674,2.0,1,2.0,1
1966,1,0.0,33,1.0,8.0,548,7.0,1,3.0,1
1967,0,1.0,56,1.0,4.0,680,0.0,2,2.0,1
1968,0,1.0,70,1.0,6.0,1428,1.0,3,2.0,3
1969,0,1.0,70,0.0,7.0,1488,1.0,3,2.0,3
1970,0,1.0,73,0.0,6.0,1596,3.0,3,3.0,2
1971,1,1.0,38,1.0,4.0,742,3.0,2,2.0,1
1972,1,0.0,40,1.0,2.0,1690,6.0,1,3.0,2
1973,0,1.0,88,0.0,6.0,1323,3.0,1,3.0,3
1974,1,0.0,29,1.0,1.0,828,1.0,1,4.0,0
1975,0,1.0,27,1.0,6.0,1574,3.0,3,2.0,2
1976,1,1.0,40,1.0,2.0,1715,0.0,2,2.0,2
1977,0,1.0,82,1.0,3.0,1039,1.0,1,1.0,0
1978,1,0.0,38,1.0,5.0,634,7.0,1,1.0,1
1979,0,1.0,39,1.0,7.0,1494,0.0,2,3.0,3
1980,0,1.0,39,1.0,5.0,545,0.0,2,2.0,1
1981,0,0.0,47,1.0,5.0,693,0.0,1,1.0,1
1982,0,1.0,75,1.0,3.0,1063,0.0,3,2.0,0
1983,1,1.0,37,0.0,9.0,799,0.0,1,4.0,0
1984,0,1.0,84,0.0,3.0,1010,1.0,3,2.0,0
1985,1,0.0,42,1.0,4.0,765,6.0,1,2.0,0
1986,0,1.0,39,1.0,7.0,1312,0.0,2,2.0,3
1987,0,1.0,42,1.0,5.0,615,0.0,2,2.0,1
1988,1,1.0,40,1.0,5.0,547,1.0,2,2.0,1
1989,1,0.0,52,1.0,7.0,1347,1.0,1,1.0,3
1990,0,0.0,52,0.0,5.0,554,5.0,1,1.0,1
1991,0,0.0,31,1.0,4.0,784,0.0,1,4.0,0
1992,0,1.0,37,1.0,9.0,734,1.0,1,2.0,1
1993,0,0.0,27,1.0,5.0,547,3.0,1,1.0,1
1994,1,0.0,35,1.0,2.0,1611,4.0,1,4.0,2
1995,0,1.0,79,1.0,5.0,522,0.0,3,2.0,1
1996,1,0.0,28,1.0,7.0,1413,1.0,1,4.0,3
1997,0,0.0,31,0.0,1.0,803,0.0,1,4.0,0
1998,0,1.0,88,0.0,6.0,1557,0.0,3,3.0,2
1999,1,0.0,51,1.0,4.0,688,4.0,1,1.0,1
2000,0,1.0,38,1.0,4.0,713,3.0,1,2.0,1
2001,1,1.0,53,1.0,5.0,677,0.0,2,2.0,1
2002,1,0.0,43,1.0,5.0,610,8.0,1,2.0,1
2003,0,1.0,55,0.0,6.0,1481,0.0,1,2.0,3
2004,0,0.0,35,1.0,5.0,679,4.0,1,2.0,1
2005,1,1.0,25,0.0,2.0,1598,1.0,2,2.0,2
2006,0,1.0,58,1.0,5.0,627,6.0,2,4.0,1
2007,1,0.0,32,1.0,7.0,1458,1.0,1,6.0,3
2008,1,1.0,49,0.0,5.0,688,1.0,2,4.0,1
2009,1,1.0,53,0.0,4.0,692,9.0,3,2.0,1
2010,1,1.0,31,0.0,2.0,1525,9.0,1,4.0,3
2011,0,0.0,39,1.0,5.0,610,1.0,1,2.0,1
2012,0,0.0,42,1.0,4.0,645,1.0,1,1.0,1
2013,0,0.0,20,0.0,1.0,880,1.0,1,5.0,0
2014,0,1.0,50,1.0,4.0,702,1.0,1,2.0,1
2015,0,0.0,26,0.0,7.0,1377,0.0,1,6.0,3
2016,0,1.0,46,1.0,5.0,522,1.0,2,3.0,1
2017,0,0.0,30,1.0,7.0,1429,0.0,1,2.0,3
2018,1,1.0,60,1.0,7.0,1352,6.0,2,2.0,3
2019,0,1.0,84,0.0,3.0,1011,0.0,1,1.0,0
2020,1,0.0,37,1.0,8.0,532,3.0,1,1.0,1
2021,0,1.0,63,1.0,5.0,572,6.0,1,1.0,1
2022,1,0.0,38,1.0,1.0,811,0.0,1,2.0,0
2023,0,1.0,51,1.0,4.0,677,0.0,2,4.0,1
2024,0,0.0,20,0.0,1.0,824,0.0,1,4.0,0
2025,1,0.0,25,0.0,1.0,864,14.0,1,3.0,0
2026,1,0.0,33,1.0,7.0,1451,0.0,1,5.0,3
2027,1,0.0,31,0.0,2.0,1700,0.0,1,1.0,2
2028,0,1.0,57,1.0,1.0,852,1.0,1,3.0,0
2029,0,1.0,42,1.0,5.0,628,1.0,1,4.0,1
2030,0,1.0,40,0.0,4.0,647,2.0,2,5.0,1
2031,0,1.0,66,0.0,3.0,1090,0.0,3,3.0,0
2032,0,0.0,21,0.0,8.0,600,0.0,1,4.0,1
2033,0,1.0,73,0.0,6.0,1455,1.0,3,2.0,3
2034,1,1.0,46,1.0,5.0,636,0.0,1,2.0,1
2035,1,1.0,66,1.0,5.0,659,0.0,2,2.0,1
2036,0,1.0,27,1.0,7.0,1411,0.0,2,2.0,3
2037,1,1.0,35,1.0,8.0,505,3.0,1,3.0,1
2038,1,1.0,53,0.0,5.0,511,1.0,3,4.0,1
2039,0,1.0,80,0.0,3.0,1099,8.0,1,1.0,0
2040,1,1.0,63,1.0,5.0,692,1.0,2,3.0,1
2041,1,0.0,41,1.0,7.0,1400,9.0,1,1.0,3
2042,0,1.0,43,1.0,5.0,611,1.0,2,4.0,1
2044,1,0.0,18,0.0,9.0,747,9.0,1,5.0,1
2045,1,0.0,33,1.0,4.0,605,1.0,1,4.0,1
2046,0,0.0,30,0.0,2.0,1754,9.0,1,3.0,2
2047,0,1.0,85,1.0,6.0,1458,1.0,3,2.0,3
2048,1,1.0,46,1.0,5.0,540,3.0,3,3.0,1
2049,0,1.0,48,1.0,7.0,1315,3.0,1,2.0,3
2050,0,1.0,80,1.0,3.0,1081,3.0,3,2.0,0
2051,0,0.0,33,1.0,5.0,509,8.0,1,3.0,1
2052,1,1.0,36,1.0,5.0,577,4.0,3,7.0,1
2053,0,1.0,27,0.0,4.0,793,3.0,2,2.0,0
2054,0,0.0,28,0.0,1.0,892,0.0,1,5.0,0
2055,1,1.0,35,1.0,7.0,1483,0.0,2,3.0,3
2056,0,0.0,26,1.0,4.0,709,1.0,1,3.0,1
2057,1,1.0,39,1.0,8.0,522,3.0,2,3.0,1
2058,1,1.0,56,1.0,5.0,584,1.0,3,4.0,1
2059,1,0.0,26,1.0,5.0,505,13.0,1,2.0,1
2060,0,1.0,31,1.0,4.0,666,4.0,1,2.0,1
2061,0,0.0,21,0.0,1.0,873,0.0,1,2.0,0
2062,0,1.0,39,0.0,4.0,602,1.0,2,4.0,1
2063,1,0.0,51,1.0,5.0,626,0.0,1,1.0,1
2064,0,1.0,45,0.0,7.0,1323,0.0,1,4.0,3
2065,1,0.0,33,1.0,8.0,582,11.0,1,3.0,1
2067,1,1.0,80,1.0,3.0,1022,3.0,3,2.0,0
2068,0,1.0,77,1.0,6.0,1452,1.0,1,1.0,3
2069,1,0.0,29,0.0,1.0,843,3.0,1,5.0,0
2070,1,1.0,33,0.0,2.0,1666,7.0,2,5.0,2
2071,0,0.0,29,0.0,5.0,551,1.0,1,3.0,1
2072,1,0.0,20,0.0,1.0,853,1.0,1,3.0,0
2073,0,1.0,43,1.0,5.0,631,1.0,1,2.0,1
2074,1,0.0,18,0.0,1.0,821,1.0,1,3.0,0
2075,0,1.0,53,1.0,5.0,566,3.0,2,3.0,1
2076,0,1.0,28,1.0,4.0,714,3.0,2,3.0,1
2077,1,0.0,43,1.0,4.0,652,1.0,1,4.0,1
2078,0,0.0,31,1.0,4.0,659,1.0,1,3.0,1
2079,1,0.0,28,1.0,1.0,872,3.0,1,2.0,0
2080,0,1.0,65,1.0,5.0,627,1.0,1,2.0,1
2081,0,1.0,33,1.0,5.0,568,0.0,2,2.0,1
